,name,symbol,price,marcaps,crypto_1h,crypto_24h,crypto_7d,vol_24_d,vol_24_s,circ_supply,image,link
4128,Netswap,NETT,$0.2413,"$1,432,774",2.13%,10.72%,34.84%,"$45,996","190,533 NETT","5,935,144 NETT",https://s2.coinmarketcap.com/static/img/coins/64x64/16615.png,https://coinmarketcap.com/currencies/netswap/
4129,AmazeToken,AMT,$3.10,-,0.00%,2.86%,7.15%,"$45,705","14,739 AMT",0 AMT,https://s2.coinmarketcap.com/static/img/coins/64x64/23499.png,https://coinmarketcap.com/currencies/amazewallet/
4130,Poken,PKN,$0.001711,"$3,509,280",0.08%,0.52%,6.63%,"$45,028","26,313,296 PKN","2,050,760,115 PKN",https://s2.coinmarketcap.com/static/img/coins/64x64/12692.png,https://coinmarketcap.com/currencies/poken/
4131,Hurricane NFT,NHCT,$0.05519,-,0.09%,1.91%,3.45%,"$45,585","825,927 NHCT",-,https://s2.coinmarketcap.com/static/img/coins/64x64/19474.png,https://coinmarketcap.com/currencies/hurricane-nft/
4132,ZakumiFi,ZAFI,$0.1389,"$8,335,615",0.47%,0.35%,1.92%,"$45,389","326,712 ZAFI","60,000,000 ZAFI",https://s2.coinmarketcap.com/static/img/coins/64x64/22563.png,https://coinmarketcap.com/currencies/zakumifi/
4133,Atlas DEX,ATS,$0.006288,"$68,145",0.02%,2.30%,8.21%,"$45,335","7,209,975 ATS","10,837,536 ATS",https://s2.coinmarketcap.com/static/img/coins/64x64/17418.png,https://coinmarketcap.com/currencies/atlas-dex/
4134,Seiren Games Network,SERG,$0.0146,-,1.39%,12.34%,21.49%,"$45,334","3,104,101 SERG",0 SERG,https://s2.coinmarketcap.com/static/img/coins/64x64/21487.png,https://coinmarketcap.com/currencies/seiren-games-network/
4135,Babylon Finance,BABL,$0.01201,"$5,143",0.82%,1.38%,4.36%,"$45,324","3,772,670 BABL","428,088 BABL",https://s2.coinmarketcap.com/static/img/coins/64x64/14228.png,https://coinmarketcap.com/currencies/babylon-finance/
4136,Insureum,ISR,$0.003975,-,0.37%,3.72%,3.18%,"$45,212","11,402,297 ISR",-,https://s2.coinmarketcap.com/static/img/coins/64x64/3466.png,https://coinmarketcap.com/currencies/insureum/
4137,IX Swap,IXS,$0.03974,"$4,614,097",0.23%,3.00%,27.98%,"$45,025","1,133,122 IXS","116,121,262 IXS",https://s2.coinmarketcap.com/static/img/coins/64x64/11620.png,https://coinmarketcap.com/currencies/ix-swap/
4138,Holonus,HLN,$0.001002,"$330,757",22.20%,2.97%,28.74%,"$44,931","44,828,356 HLN","329,999,998 HLN",https://s2.coinmarketcap.com/static/img/coins/64x64/20897.png,https://coinmarketcap.com/currencies/holonus/
4139,Tail Finance,TAIL,$0.000000001204,-,0.16%,1.02%,27.56%,"$44,923","37,324,924,478,449 TAIL",0 TAIL,https://s2.coinmarketcap.com/static/img/coins/64x64/23962.png,https://coinmarketcap.com/currencies/tail-finance/
4140,CeBioLabs,CBSL,$0.05966,-,0.32%,3.46%,2.29%,"$44,863","751,994 CBSL",0 CBSL,https://s2.coinmarketcap.com/static/img/coins/64x64/21740.png,https://coinmarketcap.com/currencies/cebiolabs/
4141,IceCream,ICE,$3.88,"$1,165,455",0.96%,2.93%,8.20%,"$44,841","11,543 ICE","300,000 ICE",https://s2.coinmarketcap.com/static/img/coins/64x64/23700.png,https://coinmarketcap.com/currencies/icecream/
4142,Frax Staked Ether,SFRXETH,"$1,966.63","$44,373,645",0.06%,5.42%,5.13%,"$44,770",23 SFRXETH,"22,562 SFRXETH",https://s2.coinmarketcap.com/static/img/coins/64x64/23177.png,https://coinmarketcap.com/currencies/frax-staked-ether/
4143,Bitcoin TRC20,BTCT,"$28,661.41","$714,456,658",0.37%,1.48%,1.13%,"$44,556",2 BTCT,"25,000 BTCT",https://s2.coinmarketcap.com/static/img/coins/64x64/9486.png,https://coinmarketcap.com/currencies/bitcoin-trc20/
4144,Quarashi,QUA,$0.005859,"$989,674",0.02%,1.19%,8.25%,"$44,447","7,582,557 QUA","168,835,667 QUA",https://s2.coinmarketcap.com/static/img/coins/64x64/12378.png,https://coinmarketcap.com/currencies/quarashi/
4145,Doge Protocol,DOGEP,$0.00000004554,"$4,553,821",1.79%,2.76%,8.29%,"$44,274","972,247,362,959 DOGEP","100,000,000,000,000 DOGEP",https://s2.coinmarketcap.com/static/img/coins/64x64/16763.png,https://coinmarketcap.com/currencies/doge-protocol/
4146,iNFTspace,INS,$0.000008602,-,0.01%,0.71%,6.09%,"$44,194","5,137,256,675 INS",-,https://s2.coinmarketcap.com/static/img/coins/64x64/19170.png,https://coinmarketcap.com/currencies/inftspace/
4147,Lovely Swap,LST,$0.4934,"$2,748,351",0.13%,1.57%,8.35%,"$44,121","89,420 LST","5,570,000 LST",https://s2.coinmarketcap.com/static/img/coins/64x64/23059.png,https://coinmarketcap.com/currencies/lovely-swap/
4148,NetZero,NZERO,$0.02511,-,0.40%,7.01%,21.55%,"$44,119","1,757,183 NZERO",0 NZERO,https://s2.coinmarketcap.com/static/img/coins/64x64/22133.png,https://coinmarketcap.com/currencies/nzero/
4149,MiraQle,MQL,$0.0004704,-,0.01%,53.80%,54.24%,"$44,038","93,614,736 MQL",0 MQL,https://s2.coinmarketcap.com/static/img/coins/64x64/6804.png,https://coinmarketcap.com/currencies/miraqle/
4150,Astroport Classic,ASTROC,$0.002103,"$230,925",0.09%,2.31%,1.80%,"$44,013","20,965,384 ASTROC","110,000,000 ASTROC",https://s2.coinmarketcap.com/static/img/coins/64x64/16304.png,https://coinmarketcap.com/currencies/astroport-classic/
4151,Game Coin,GMEX,$0.0004757,"$36,344,891",0.24%,0.79%,1.55%,"$43,926","92,336,015 GMEX","76,400,000,000 GMEX",https://s2.coinmarketcap.com/static/img/coins/64x64/13938.png,https://coinmarketcap.com/currencies/game-coin/
4152,Panda DAO,PANDA,$0.004698,"$3,112,036",0.63%,10.65%,10.10%,"$43,866","9,330,281 PANDA","661,928,664 PANDA",https://s2.coinmarketcap.com/static/img/coins/64x64/19400.png,https://coinmarketcap.com/currencies/pandadao/
4153,Tomb Shares,TSHARE,$73.79,"$2,887,198",1.14%,5.78%,0.44%,"$43,876",595 TSHARE,"39,127 TSHARE",https://s2.coinmarketcap.com/static/img/coins/64x64/16943.png,https://coinmarketcap.com/currencies/tomb-shares/
4154,Tongtongcoin,TTC,$0.1129,"$3,333,048",4.27%,12.39%,6.88%,"$43,832","388,354 TTC","29,531,218 TTC",https://s2.coinmarketcap.com/static/img/coins/64x64/22099.png,https://coinmarketcap.com/currencies/tongtongcoin/
4155,LIF3 LSHARE,LSHARE,$109.00,-,0.27%,5.35%,9.31%,"$43,805",403 LSHARE,0 LSHARE,https://s2.coinmarketcap.com/static/img/coins/64x64/20728.png,https://coinmarketcap.com/currencies/lif3-lshare/
4156,Bombcrypto,BCOIN,$0.00376,"$40,518",0.09%,1.48%,8.48%,"$43,738","11,631,870 BCOIN","10,775,558 BCOIN",https://s2.coinmarketcap.com/static/img/coins/64x64/12252.png,https://coinmarketcap.com/currencies/bombcrypto/
4157,Solcial,SLCL,$0.02622,"$9,780,299",0.24%,2.34%,6.16%,"$53,088","2,025,205 SLCL","373,101,774 SLCL",https://s2.coinmarketcap.com/static/img/coins/64x64/16894.png,https://coinmarketcap.com/currencies/solcial/
4158,NightVerse Game,NVG,$0.08123,-,0.12%,2.50%,20.06%,"$43,734","538,432 NVG",0 NVG,https://s2.coinmarketcap.com/static/img/coins/64x64/23505.png,https://coinmarketcap.com/currencies/nightverse-game/
4159,Local Traders,LCT,$0.004638,"$1,391,434",2.57%,17.94%,0.81%,"$43,710","9,423,996 LCT","300,000,000 LCT",https://s2.coinmarketcap.com/static/img/coins/64x64/22352.png,https://coinmarketcap.com/currencies/local-traders/
4160,Bolide,BLID,$0.02798,"$48,998,297",0.08%,1.29%,11.22%,"$43,717","1,562,439 BLID","1,751,190,081 BLID",https://s2.coinmarketcap.com/static/img/coins/64x64/20765.png,https://coinmarketcap.com/currencies/bolide/
4161,UniX Gaming,UNIX,$0.01932,"$615,701",0.01%,1.64%,4.72%,"$43,730","2,263,245 UNIX","31,865,390 UNIX",https://s2.coinmarketcap.com/static/img/coins/64x64/14915.png,https://coinmarketcap.com/currencies/unix-gaming/
4162,Cpos Cloud Payment,CPOS,$0.000001323,"$22,067",2.86%,2.72%,6.61%,"$43,321","32,391,323,869 CPOS","16,500,000,000 CPOS",https://s2.coinmarketcap.com/static/img/coins/64x64/12930.png,https://coinmarketcap.com/currencies/cpos-cloud-payment/
4163,Alaya,ATP,$0.07544,-,2.74%,2.29%,13.76%,"$43,543","577,158 ATP",-,https://s2.coinmarketcap.com/static/img/coins/64x64/7814.png,https://coinmarketcap.com/currencies/alaya/
4164,Two Monkey Juice Bar,TMON,$0.0001755,-,0.06%,0.50%,3.25%,"$43,616","248,439,576 TMON",0 TMON,https://s2.coinmarketcap.com/static/img/coins/64x64/19093.png,https://coinmarketcap.com/currencies/two-monkey-juice-bar/
4165,RC Celta de Vigo Fan Token,CFT,$0.005623,"$145,459",0.06%,0.18%,4.73%,"$43,726","7,808,261 CFT","25,975,000 CFT",https://s2.coinmarketcap.com/static/img/coins/64x64/20612.png,https://coinmarketcap.com/currencies/rc-celta-de-vigo-fan-token/
4166,Animal Farm Pigs,AFP,$57.92,"$805,335",0.48%,0.61%,4.49%,"$43,509",747 AFP,"13,829 AFP",https://s2.coinmarketcap.com/static/img/coins/64x64/20494.png,https://coinmarketcap.com/currencies/animal-farm-pigs/
4167,Anito Legends,LARO,$0.09372,-,0.00%,4.33%,18.74%,"$43,341","462,262 LARO",0 LARO,https://s2.coinmarketcap.com/static/img/coins/64x64/20006.png,https://coinmarketcap.com/currencies/anito-legends/
4168,Sheesha Finance [ERC20],SHEESHA,$7.41,"$362,774",0.06%,2.91%,4.13%,"$43,291","5,845 SHEESHA","48,978 SHEESHA",https://s2.coinmarketcap.com/static/img/coins/64x64/9487.png,https://coinmarketcap.com/currencies/sheesha-finance-erc20/
4169,Zipmex,ZMT,$0.0518,"$3,392,592",2.98%,0.62%,20.05%,"$43,179","833,108 ZMT","65,457,505 ZMT",https://s2.coinmarketcap.com/static/img/coins/64x64/8146.png,https://coinmarketcap.com/currencies/zipmex/
4170,Linework Coin,LWC,$0.0111,-,0.89%,5.13%,40.11%,"$43,176","3,888,490 LWC",0 LWC,https://s2.coinmarketcap.com/static/img/coins/64x64/22166.png,https://coinmarketcap.com/currencies/linework-coin/
4171,Fileshare Platform,FSC,$1.85,-,1.46%,3.78%,1.37%,"$42,854","23,255 FSC",0 FSC,https://s2.coinmarketcap.com/static/img/coins/64x64/22641.png,https://coinmarketcap.com/currencies/fileshare-platform/
4172,Attack Wagon,ATK,$0.001452,"$370,009",0.00%,2.43%,0.76%,"$42,792","29,484,545 ATK","254,942,666 ATK",https://s2.coinmarketcap.com/static/img/coins/64x64/15806.png,https://coinmarketcap.com/currencies/attack-wagon/
4173,Deportivo Alavés Fan Token,DAFT,$0.006269,"$163,287",0.01%,1.12%,18.33%,"$42,809","6,810,050 DAFT","25,975,985 DAFT",https://s2.coinmarketcap.com/static/img/coins/64x64/22523.png,https://coinmarketcap.com/currencies/deportivo-alaves-fan-token/
4174,Popcorn,POP,$0.2596,"$8,424,249",0.03%,0.14%,2.71%,"$43,368","167,072 POP","32,453,995 POP",https://s2.coinmarketcap.com/static/img/coins/64x64/13920.png,https://coinmarketcap.com/currencies/popcorn-network/
4175,Solyard Finance,YARD,$0.0002302,-,0.03%,2.70%,10.27%,"$42,592","185,057,770 YARD",0 YARD,https://s2.coinmarketcap.com/static/img/coins/64x64/11927.png,https://coinmarketcap.com/currencies/solyard-finance/
4176,Xtremcoin,XTR,$0.08891,"$1,798,913",0.01%,3.38%,9.44%,"$42,712","480,361 XTR","20,231,454 XTR",https://s2.coinmarketcap.com/static/img/coins/64x64/15596.png,https://coinmarketcap.com/currencies/xtremcoin/
4177,Laika,LAIKA,$0.0000001494,"$149,384",0.06%,2.93%,3.02%,"$42,769","286,301,852,509 LAIKA","1,000,000,000,000 LAIKA",https://s2.coinmarketcap.com/static/img/coins/64x64/21267.png,https://coinmarketcap.com/currencies/laika/
4178,PixiaAI,PIXIA,$0.03116,-,1.28%,6.78%,20.71%,"$42,290","1,356,922 PIXIA",0 PIXIA,https://s2.coinmarketcap.com/static/img/coins/64x64/23400.png,https://coinmarketcap.com/currencies/pixiaai/
4179,KAKA NFT World,KAKA,$0.0008786,"$4,834",0.30%,7.65%,5.54%,"$42,538","48,439,337 KAKA","5,504,800 KAKA",https://s2.coinmarketcap.com/static/img/coins/64x64/10768.png,https://coinmarketcap.com/currencies/kaka-nft-world/
4180,Baby Tiger King,BABYTK,$0.0...05801,-,1.69%,9.37%,3.60%,"$42,632","734,813,014,000,317 BABYTK",-,https://s2.coinmarketcap.com/static/img/coins/64x64/14790.png,https://coinmarketcap.com/currencies/baby-tiger-king/
4181,artèQ,ARTEQ,$0.01237,"$14,514,400",0.42%,5.01%,1.89%,"$42,504","3,442,816 ARTEQ","1,175,661,213 ARTEQ",https://s2.coinmarketcap.com/static/img/coins/64x64/17715.png,https://coinmarketcap.com/currencies/arteq/
4182,DCOREUM,DCO,$2.49,"$67,836,545",0.38%,0.26%,4.23%,"$41,043","16,457 DCO","27,200,000 DCO",https://s2.coinmarketcap.com/static/img/coins/64x64/24198.png,https://coinmarketcap.com/currencies/dcoreum/
4183,CLever Token,CLEV,$17.34,-,0.90%,5.72%,0.92%,"$42,863","2,479 CLEV",0 CLEV,https://s2.coinmarketcap.com/static/img/coins/64x64/22165.png,https://coinmarketcap.com/currencies/clever-token/
4184,Cardiocoin,CRDC,$0.002453,"$2,951,721",0.07%,0.41%,23.81%,"$42,197","17,154,917 CRDC","1,200,000,000 CRDC",https://s2.coinmarketcap.com/static/img/coins/64x64/19592.png,https://coinmarketcap.com/currencies/cardiocoin/
4185,StarSharks SEA,SEA,$0.004456,-,0.04%,1.19%,0.99%,"$42,147","9,454,737 SEA",-,https://s2.coinmarketcap.com/static/img/coins/64x64/12432.png,https://coinmarketcap.com/currencies/starsharks-sea/
4186,RevolutionGames,RVLNG,$0.00257,"$411,398",0.08%,23.81%,0.39%,"$41,888","16,291,125 RVLNG","160,000,000 RVLNG",https://s2.coinmarketcap.com/static/img/coins/64x64/18912.png,https://coinmarketcap.com/currencies/revolutiongames/
4187,Meta Spatial,SPAT,$0.003774,"$24,077",0.06%,0.32%,3.89%,"$42,014","11,111,251 SPAT","6,367,500 SPAT",https://s2.coinmarketcap.com/static/img/coins/64x64/12053.png,https://coinmarketcap.com/currencies/meta-spatial/
4188,REV3AL,REV3L,$0.004238,"$468,971",0.06%,1.95%,1.06%,"$42,099","9,928,246 REV3L","110,596,720 REV3L",https://s2.coinmarketcap.com/static/img/coins/64x64/20546.png,https://coinmarketcap.com/currencies/rev3al/
4189,TeraBlock,TBC,$0.00659,-,0.06%,0.93%,14.58%,"$42,172","6,398,503 TBC",0 TBC,https://s2.coinmarketcap.com/static/img/coins/64x64/10128.png,https://coinmarketcap.com/currencies/terablock/
4190,PLT,PLT,$0.0759,"$30,633,162",0.10%,6.02%,7.33%,"$41,825","551,171 PLT","403,685,760 PLT",https://s2.coinmarketcap.com/static/img/coins/64x64/16272.png,https://coinmarketcap.com/currencies/plt-token/
4191,GroupDao,GDO,$0.00000002704,"$1,494,170",0.40%,0.62%,5.07%,"$42,016","1,554,528,018,497 GDO","55,281,425,218,023 GDO",https://s2.coinmarketcap.com/static/img/coins/64x64/16757.png,https://coinmarketcap.com/currencies/groupdao/
4192,New Order,NEWO,$0.04044,-,0.58%,0.30%,2.69%,"$41,840","1,034,634 NEWO",0 NEWO,https://s2.coinmarketcap.com/static/img/coins/64x64/15922.png,https://coinmarketcap.com/currencies/new-order/
4193,UkraineDAO Flag NFT,LOVE,$0.1475,-,0.48%,1.57%,25.00%,"$41,774","282,917 LOVE",0 LOVE,https://s2.coinmarketcap.com/static/img/coins/64x64/18563.png,https://coinmarketcap.com/currencies/ukrainedao-flag-nft/
4194,UniWorld,UNW,$0.0006532,"$168,329",0.26%,3.17%,1.52%,"$41,715","63,871,409 UNW","257,735,303 UNW",https://s2.coinmarketcap.com/static/img/coins/64x64/7635.png,https://coinmarketcap.com/currencies/uniworld/
4195,DracooMaster,BAS,$0.05239,"$262,054",0.02%,1.30%,5.66%,"$41,810","797,742 BAS","5,000,000 BAS",https://s2.coinmarketcap.com/static/img/coins/64x64/19587.png,https://coinmarketcap.com/currencies/dracoomaster-bas/
4196,Moss Carbon Credit,MCO2,$1.54,"$4,393,583",0.10%,2.00%,0.90%,"$41,576","26,979 MCO2","2,851,014 MCO2",https://s2.coinmarketcap.com/static/img/coins/64x64/8826.png,https://coinmarketcap.com/currencies/moss-carbon-credit/
4197,PolkaFantasy,XP,$0.06936,"$1,017,532",0.05%,0.97%,6.87%,"$41,584","599,311 XP","14,664,580 XP",https://s2.coinmarketcap.com/static/img/coins/64x64/11842.png,https://coinmarketcap.com/currencies/polkafantasy/
4198,Homie Wars,HOMIECOIN,$0.00001875,"$1,109,013",0.59%,23.95%,78.26%,"$39,021","2,081,516,536 HOMIECOIN","59,157,905,707 HOMIECOIN",https://s2.coinmarketcap.com/static/img/coins/64x64/22986.png,https://coinmarketcap.com/currencies/homie-wars/
4199,The Meebits,NMEEBITS,$0.01548,-,6.26%,3.22%,4.64%,"$41,772","2,709,654 NMEEBITS",-,https://s2.coinmarketcap.com/static/img/coins/64x64/19720.png,https://coinmarketcap.com/currencies/the-meebits/
4200,Unbanked,UNBNK,$0.00323,$103,1.10%,11.34%,10.67%,"$41,236","12,768,015 UNBNK","32,000 UNBNK",https://s2.coinmarketcap.com/static/img/coins/64x64/14670.png,https://coinmarketcap.com/currencies/unbanked/
4201,Alium Finance,ALM,$0.005661,"$1,245,411",0.81%,1.26%,1.33%,"$41,152","7,269,506 ALM","220,002,140 ALM",https://s2.coinmarketcap.com/static/img/coins/64x64/10428.png,https://coinmarketcap.com/currencies/alium-finance/
4202,RunNode,RUN,$0.0002273,"$8,895",0.02%,0.64%,2.32%,"$41,104","180,848,937 RUN","39,136,318 RUN",https://s2.coinmarketcap.com/static/img/coins/64x64/15754.png,https://coinmarketcap.com/currencies/runnode/
4203,DogPad Finance,DOGPAD,$0.000002745,-,0.76%,4.35%,12.96%,"$40,984","14,928,022,267 DOGPAD",0 DOGPAD,https://s2.coinmarketcap.com/static/img/coins/64x64/23331.png,https://coinmarketcap.com/currencies/dogpad-finance/
4204,Atlas Navi,NAVI,$0.07207,"$1,371,703",0.13%,7.88%,20.75%,"$40,943","568,086 NAVI","19,032,400 NAVI",https://s2.coinmarketcap.com/static/img/coins/64x64/22892.png,https://coinmarketcap.com/currencies/atlas-navi/
4205,PokerFI.Finance,POKERFI,$0.0001722,"$1,335,650",0.03%,8.76%,86.12%,"$40,811","236,942,972 POKERFI","7,754,626,974 POKERFI",https://s2.coinmarketcap.com/static/img/coins/64x64/12582.png,https://coinmarketcap.com/currencies/pokerfi/
4206,DogeGF,DOGEGF,$0.0...03505,"$6,178,570",1.44%,14.47%,61.32%,"$40,809","116,443,666,399,016 DOGEGF","17,629,752,183,160,700 DOGEGF",https://s2.coinmarketcap.com/static/img/coins/64x64/12229.png,https://coinmarketcap.com/currencies/dogegf/
4207,Hati,HATI,$0.0...04684,-,2.27%,5.97%,1.17%,"$40,805","87,106,866,597,119 HATI",0 HATI,https://s2.coinmarketcap.com/static/img/coins/64x64/22755.png,https://coinmarketcap.com/currencies/hati/
4208,MetaRim,RIM,$0.0001587,-,16.80%,27.12%,35.62%,"$40,792","257,099,394 RIM",-,https://s2.coinmarketcap.com/static/img/coins/64x64/18322.png,https://coinmarketcap.com/currencies/metarim/
4209,FoxFinanceV2,FOXV2,$0.0006046,-,0.06%,2.99%,0.37%,"$40,739","67,382,966 FOXV2",0 FOXV2,https://s2.coinmarketcap.com/static/img/coins/64x64/20974.png,https://coinmarketcap.com/currencies/fox-finance-new/
4210,ℓUSD,LUSD,$1.10,-,0.65%,3.08%,6.06%,"$40,613","36,947 LUSD",0 LUSD,https://s2.coinmarketcap.com/static/img/coins/64x64/19714.png,https://coinmarketcap.com/currencies/linear-finance/
4211,Paras,PARAS,$0.01951,-,0.16%,3.04%,4.13%,"$40,457","2,074,092 PARAS",0 PARAS,https://s2.coinmarketcap.com/static/img/coins/64x64/13018.png,https://coinmarketcap.com/currencies/paras/
4212,GORILLA FINANCE,GORILLA,$0.0009662,"$96,618",3.31%,29.76%,62.02%,"$40,388","41,802,038 GORILLA","100,000,000 GORILLA",https://s2.coinmarketcap.com/static/img/coins/64x64/24207.png,https://coinmarketcap.com/currencies/gorilla-finance/
4213,SpillWays,SPILLWAYS,$0.01201,"$1,201,437",10.35%,9.33%,19.98%,"$40,353","3,358,717 SPILLWAYS","100,000,000 SPILLWAYS",https://s2.coinmarketcap.com/static/img/coins/64x64/22843.png,https://coinmarketcap.com/currencies/spillways/
4214,Zone of Avoidance,ZOA,$0.0009429,"$34,640",0.08%,2.63%,1.78%,"$40,315","42,754,902 ZOA","36,737,113 ZOA",https://s2.coinmarketcap.com/static/img/coins/64x64/19607.png,https://coinmarketcap.com/currencies/zone-of-avoidance/
4215,GAMER,GMR,$0.02284,"$5,396,250",0.27%,0.18%,1.35%,"$40,124","1,756,637 GMR","236,250,090 GMR",https://s2.coinmarketcap.com/static/img/coins/64x64/15830.png,https://coinmarketcap.com/currencies/gamer/
4216,REDANCOIN,REDAN,$0.027,-,0.05%,0.09%,1.54%,"$40,033","1,482,517 REDAN",-,https://s2.coinmarketcap.com/static/img/coins/64x64/22757.png,https://coinmarketcap.com/currencies/redancoin/
4217,CoolHash,COOHA,$0.1631,"$1,059,831",2.97%,8.28%,7.62%,"$39,983","245,217 COOHA","6,500,000 COOHA",https://s2.coinmarketcap.com/static/img/coins/64x64/18294.png,https://coinmarketcap.com/currencies/coolmining-cooha/
4218,Cinnamoon,CIMO,$0.00001444,"$144,367",0.16%,47.50%,33.05%,"$39,980","2,769,351,891 CIMO","10,000,000,000 CIMO",https://s2.coinmarketcap.com/static/img/coins/64x64/22960.png,https://coinmarketcap.com/currencies/cinnamoon/
4219,Jarvis Synthetic Euro,JEUR,$1.09,-,0.04%,0.03%,0.70%,"$39,924","36,540 JEUR",-,https://s2.coinmarketcap.com/static/img/coins/64x64/22744.png,https://coinmarketcap.com/currencies/jarvis-synthetic-euro/
4220,GogolCoin,GOL,$0.05122,-,2.28%,5.77%,17.59%,"$39,859","778,272 GOL",0 GOL,https://s2.coinmarketcap.com/static/img/coins/64x64/9670.png,https://coinmarketcap.com/currencies/gogolcoin/
4221,Global Digital Content,GDC,$0.0003973,-,5.27%,8.81%,4.82%,"$39,832","100,250,899 GDC",-,https://s2.coinmarketcap.com/static/img/coins/64x64/4678.png,https://coinmarketcap.com/currencies/global-digital-content/
4222,Polkaswap,PSWAP,$0.002512,"$9,157,918",1.05%,1.15%,8.01%,"$39,813","15,848,722 PSWAP","3,645,542,376 PSWAP",https://s2.coinmarketcap.com/static/img/coins/64x64/6754.png,https://coinmarketcap.com/currencies/polkaswap/
4223,Dot Finance,PINK,$0.001795,"$76,386",0.64%,6.92%,9.63%,"$39,799","22,172,489 PINK","42,555,556 PINK",https://s2.coinmarketcap.com/static/img/coins/64x64/9740.png,https://coinmarketcap.com/currencies/dot-finance/
4224,Revest Finance,RVST,$0.04513,"$2,933,702",0.25%,4.93%,5.47%,"$39,681","879,188 RVST","65,000,000 RVST",https://s2.coinmarketcap.com/static/img/coins/64x64/12230.png,https://coinmarketcap.com/currencies/revest-finance/
4225,Artery Network,ARTR,$0.003253,-,1.67%,2.33%,1.58%,"$39,445","12,125,853 ARTR",0 ARTR,https://s2.coinmarketcap.com/static/img/coins/64x64/11104.png,https://coinmarketcap.com/currencies/artery-network/
4226,Equilibria,XEQ,$0.007416,"$413,065",0.02%,6.35%,25.39%,"$39,362","5,307,305 XEQ","55,695,416 XEQ",https://s2.coinmarketcap.com/static/img/coins/64x64/4211.png,https://coinmarketcap.com/currencies/equilibria/
4227,TaleCraft,CRAFT,$0.008769,"$52,612",0.03%,3.73%,11.52%,"$39,297","4,481,533 CRAFT","6,000,000 CRAFT",https://s2.coinmarketcap.com/static/img/coins/64x64/13871.png,https://coinmarketcap.com/currencies/talecraft/
4228,REBorn,RB,$0.8028,-,0.18%,0.94%,3.98%,"$39,198","48,858 RB",-,https://s2.coinmarketcap.com/static/img/coins/64x64/22655.png,https://coinmarketcap.com/currencies/reborn/
4229,VRJAM,VRJAM,$0.0005327,-,0.00%,1.99%,0.49%,"$39,215","73,620,633 VRJAM",0 VRJAM,https://s2.coinmarketcap.com/static/img/coins/64x64/22486.png,https://coinmarketcap.com/currencies/vrjam/
4230,Ai Smart Chain,AISC,$0.001453,-,0.86%,53.92%,52.04%,"$39,190","26,962,961 AISC",0 AISC,https://s2.coinmarketcap.com/static/img/coins/64x64/23385.png,https://coinmarketcap.com/currencies/ai-smart-chain/
4231,Vader Protocol,VADER,$0.00006794,"$286,041",6.53%,22.25%,69.47%,"$39,159","576,355,205 VADER","4,210,016,842 VADER",https://s2.coinmarketcap.com/static/img/coins/64x64/15959.png,https://coinmarketcap.com/currencies/vader-protocol/
4232,Irena Green Energy,IRENA,$0.000007184,-,0.07%,3.96%,4.72%,"$39,104","5,443,045,877 IRENA",0 IRENA,https://s2.coinmarketcap.com/static/img/coins/64x64/19004.png,https://coinmarketcap.com/currencies/irena-green-energy/
4233,ECLAT,ELT,$0.3818,-,1.48%,6.48%,17.01%,"$39,034","102,232 ELT",0 ELT,https://s2.coinmarketcap.com/static/img/coins/64x64/22212.png,https://coinmarketcap.com/currencies/eclat/
4234,CFX Quantum,CFXQ,$0.003073,"$1,229,165",0.15%,0.97%,0.76%,"$39,028","12,700,743 CFXQ","400,000,000 CFXQ",https://s2.coinmarketcap.com/static/img/coins/64x64/9070.png,https://coinmarketcap.com/currencies/cfx-quantum/
4235,SatoshiCity,$CITY,$0.0004425,"$243,451",0.08%,2.96%,0.37%,"$39,082","88,292,978 $CITY","550,000,000 $CITY",https://s2.coinmarketcap.com/static/img/coins/64x64/18670.png,https://coinmarketcap.com/currencies/satoshicity/
4236,Shib Army,SHIBARMY,$0.000000001195,"$119,454",0.15%,2.35%,19.66%,"$39,215","32,828,732,656,529 SHIBARMY","100,000,000,000,000 SHIBARMY",https://s2.coinmarketcap.com/static/img/coins/64x64/13760.png,https://coinmarketcap.com/currencies/shib-army/
4237,Sakura Planet,SAK,$0.002697,"$37,756",0.07%,1.11%,2.18%,"$38,856","14,407,927 SAK","14,000,000 SAK",https://s2.coinmarketcap.com/static/img/coins/64x64/21433.png,https://coinmarketcap.com/currencies/sakura-planet/
4238,IndiGG,INDI,$0.05981,-,0.00%,1.53%,10.47%,"$38,823","649,085 INDI",0 INDI,https://s2.coinmarketcap.com/static/img/coins/64x64/18281.png,https://coinmarketcap.com/currencies/indigg/
4239,Monsters Clan,MONS,$0.01431,"$101,813",0.05%,0.73%,8.62%,"$38,688","2,702,300 MONS","7,111,416 MONS",https://s2.coinmarketcap.com/static/img/coins/64x64/11835.png,https://coinmarketcap.com/currencies/monsters-clan/
4240,TokenBot,TKB,$0.001476,"$76,884",0.03%,3.93%,2.77%,"$38,759","26,261,416 TKB","52,093,968 TKB",https://s2.coinmarketcap.com/static/img/coins/64x64/21610.png,https://coinmarketcap.com/currencies/tokenbot/
4241,Floki GPT,FGPT,$0.002966,"$185,156",0.84%,12.30%,43.01%,"$38,403","12,859,309 FGPT","62,000,000 FGPT",https://s2.coinmarketcap.com/static/img/coins/64x64/23934.png,https://coinmarketcap.com/currencies/floki-gpt/
