,name,symbol,price,marcaps,crypto_1h,crypto_24h,crypto_7d,vol_24_d,vol_24_s,circ_supply,image,link
525,YooShi,YOOSHI,$0.00000008353,"$31,150,494",0.15%,0.97%,1.57%,"$127,682","1,528,511,058,544 YOOSHI","373,354,052,102,318 YOOSHI",https://s2.coinmarketcap.com/static/img/coins/64x64/9892.png,https://coinmarketcap.com/currencies/yooshi/
526,Fusion,FSN,$0.4189,"$31,176,197",0.01%,2.14%,17.23%,"$442,396","1,056,040 FSN","74,301,362 FSN",https://s2.coinmarketcap.com/static/img/coins/64x64/2530.png,https://coinmarketcap.com/currencies/fusion/
527,Bella Protocol,BEL,$0.6421,"$30,822,315",0.34%,2.97%,5.40%,"$5,153,580","8,026,212 BEL","48,000,000 BEL",https://s2.coinmarketcap.com/static/img/coins/64x64/6928.png,https://coinmarketcap.com/currencies/bella-protocol/
528,PIVX,PIVX,$0.4235,"$30,704,296",0.18%,0.45%,7.27%,"$760,639","1,796,071 PIVX","72,445,765 PIVX",https://s2.coinmarketcap.com/static/img/coins/64x64/1169.png,https://coinmarketcap.com/currencies/pivx/
529,Router Protocol,ROUTE,$2.81,"$30,641,738",0.58%,15.30%,10.28%,"$1,722,413","613,808 ROUTE","10,913,562 ROUTE",https://s2.coinmarketcap.com/static/img/coins/64x64/8292.png,https://coinmarketcap.com/currencies/router-protocol/
530,Angola,AGLA,$0.06418,"$30,529,217",0.42%,4.23%,29.71%,"$755,016","11,764,422 AGLA","475,450,000 AGLA",https://s2.coinmarketcap.com/static/img/coins/64x64/22031.png,https://coinmarketcap.com/currencies/angola/
531,TROY,TROY,$0.003536,"$30,559,930",0.16%,1.54%,1.24%,"$1,217,307","344,226,258 TROY","8,625,000,000 TROY",https://s2.coinmarketcap.com/static/img/coins/64x64/5007.png,https://coinmarketcap.com/currencies/troy/
532,Gamium,GMM,$0.001458,"$30,184,743",1.34%,11.65%,13.84%,"$4,276,597","2,933,774,667 GMM","20,801,360,198 GMM",https://s2.coinmarketcap.com/static/img/coins/64x64/14304.png,https://coinmarketcap.com/currencies/gamium/
533,Alpha Coin,ALPHA,$0.006092,"$30,321,134",0.19%,0.24%,4.25%,"$158,167","25,963,680 ALPHA","4,975,999,999 ALPHA",https://s2.coinmarketcap.com/static/img/coins/64x64/16794.png,https://coinmarketcap.com/currencies/alpha/
534,Streamr,DATA,$0.03948,"$30,288,378",0.75%,4.00%,4.28%,"$1,980,646","50,171,270 DATA","767,121,867 DATA",https://s2.coinmarketcap.com/static/img/coins/64x64/2143.png,https://coinmarketcap.com/currencies/streamr/
535,Dogechain,DC,$0.001766,"$30,180,436",0.31%,4.68%,72.78%,"$12,768,634","7,229,721,720 DC","17,132,654,945 DC",https://s2.coinmarketcap.com/static/img/coins/64x64/21414.png,https://coinmarketcap.com/currencies/dogechain/
536,REI Network,REI,$0.03176,"$30,171,711",0.24%,0.65%,0.75%,"$1,242,230","39,117,896 REI","950,000,000 REI",https://s2.coinmarketcap.com/static/img/coins/64x64/19819.png,https://coinmarketcap.com/currencies/rei-network/
537,Bluzelle,BLZ,$0.08784,"$30,000,634",0.37%,5.91%,6.82%,"$5,955,112","67,791,652 BLZ","340,999,974 BLZ",https://s2.coinmarketcap.com/static/img/coins/64x64/2505.png,https://coinmarketcap.com/currencies/bluzelle/
538,Metacraft,MCT,$0.5684,"$29,965,747",0.16%,3.99%,12.53%,"$9,959","17,521 MCT","52,661,120 MCT",https://s2.coinmarketcap.com/static/img/coins/64x64/16946.png,https://coinmarketcap.com/currencies/metacraft/
539,NuNet,NTX,$0.05851,"$29,513,148",0.15%,2.03%,5.87%,"$208,260","3,559,267 NTX","504,084,665 NTX",https://s2.coinmarketcap.com/static/img/coins/64x64/13198.png,https://coinmarketcap.com/currencies/nunet/
540,Tokenlon Network Token,LON,$0.6607,"$29,379,937",0.50%,2.72%,3.38%,"$868,446","1,314,427 LON","44,559,365 LON",https://s2.coinmarketcap.com/static/img/coins/64x64/8083.png,https://coinmarketcap.com/currencies/tokenlon-network-token/
541,Dego Finance,DEGO,$2.08,"$29,445,021",0.01%,2.93%,3.61%,"$2,306,464","1,110,001 DEGO","14,166,098 DEGO",https://s2.coinmarketcap.com/static/img/coins/64x64/7087.png,https://coinmarketcap.com/currencies/dego-finance/
542,Voxies,VOXEL,$0.25,"$29,254,068",1.00%,6.55%,2.35%,"$5,702,345","22,809,213 VOXEL","117,260,798 VOXEL",https://s2.coinmarketcap.com/static/img/coins/64x64/15678.png,https://coinmarketcap.com/currencies/voxies/
543,GameZone,GZONE,$0.03487,"$29,260,585",0.55%,4.74%,2.88%,"$46,210","1,325,162 GZONE","840,117,285 GZONE",https://s2.coinmarketcap.com/static/img/coins/64x64/11871.png,https://coinmarketcap.com/currencies/gamezone/
544,GMT Token,GMT,$0.1111,"$29,258,886",0.03%,1.90%,0.99%,"$893,850","8,046,677 GMT","263,581,074 GMT",https://s2.coinmarketcap.com/static/img/coins/64x64/10180.png,https://coinmarketcap.com/currencies/gomining-token/
545,HI,HI,$0.0101,"$29,126,755",0.43%,0.54%,2.97%,"$383,138","37,947,760 HI","2,898,698,243 HI",https://s2.coinmarketcap.com/static/img/coins/64x64/11240.png,https://coinmarketcap.com/currencies/hi-dollar/
546,USDK,USDK,$1.02,"$29,039,566",0.05%,0.08%,1.10%,$719,708 USDK,"28,600,072 USDK",https://s2.coinmarketcap.com/static/img/coins/64x64/4064.png,https://coinmarketcap.com/currencies/usdk/
547,TrustSwap,SWAP,$0.2883,"$28,751,700",0.05%,3.78%,14.32%,"$1,649,755","5,722,718 SWAP","99,995,164 SWAP",https://s2.coinmarketcap.com/static/img/coins/64x64/5829.png,https://coinmarketcap.com/currencies/trustswap/
548,Reserve,RSV,$0.9961,"$28,742,716",0.01%,0.07%,0.19%,"$41,334","41,496 RSV","28,850,667 RSV",https://s2.coinmarketcap.com/static/img/coins/64x64/6727.png,https://coinmarketcap.com/currencies/reserve/
549,VIDT DAO,VIDT,$0.03719,"$28,634,244",0.18%,3.59%,7.92%,"$2,622,539","70,517,316 VIDT","770,011,370 VIDT",https://s2.coinmarketcap.com/static/img/coins/64x64/22710.png,https://coinmarketcap.com/currencies/vidt-dao/
550,Contentos,COS,$0.006864,"$28,576,896",0.22%,3.10%,2.09%,"$4,325,786","630,226,695 COS","4,160,904,880 COS",https://s2.coinmarketcap.com/static/img/coins/64x64/4036.png,https://coinmarketcap.com/currencies/contentos/
551,Forta,FORT,$0.1161,"$28,548,247",0.02%,6.33%,10.43%,"$390,047","3,360,278 FORT","245,908,233 FORT",https://s2.coinmarketcap.com/static/img/coins/64x64/20622.png,https://coinmarketcap.com/currencies/forta/
552,NULS,NULS,$0.2777,"$28,305,095",0.23%,0.89%,3.06%,"$1,783,143","6,421,976 NULS","101,901,766 NULS",https://s2.coinmarketcap.com/static/img/coins/64x64/2092.png,https://coinmarketcap.com/currencies/nuls/
553,Splintershards,SPS,$0.02947,"$28,221,359",0.09%,4.10%,1.39%,"$120,430","4,086,744 SPS","958,229,237 SPS",https://s2.coinmarketcap.com/static/img/coins/64x64/11035.png,https://coinmarketcap.com/currencies/splintershards/
554,dForce,DF,$0.06522,"$28,160,947",1.01%,3.65%,13.26%,"$3,067,060","47,029,046 DF","432,032,332 DF",https://s2.coinmarketcap.com/static/img/coins/64x64/4758.png,https://coinmarketcap.com/currencies/dforce/
555,Æternity,AE,$0.07656,"$28,092,534",0.11%,0.67%,7.34%,"$209,653","2,738,276 AE","366,760,844 AE",https://s2.coinmarketcap.com/static/img/coins/64x64/1700.png,https://coinmarketcap.com/currencies/aeternity/
556,Minswap,MIN,$0.03963,"$27,917,935",0.30%,0.71%,6.41%,"$63,240","1,595,726 MIN","703,495,857 MIN",https://s2.coinmarketcap.com/static/img/coins/64x64/12787.png,https://coinmarketcap.com/currencies/minswap/
557,Onomy Protocol,NOM,$0.8565,"$27,781,928",0.07%,1.28%,18.04%,"$846,724","988,620 NOM","32,496,272 NOM",https://s2.coinmarketcap.com/static/img/coins/64x64/10687.png,https://coinmarketcap.com/currencies/onomy-protocol/
558,MAP Protocol,MAP,$0.01261,"$27,796,050",0.99%,0.66%,4.27%,"$253,079","20,074,846 MAP","2,205,183,690 MAP",https://s2.coinmarketcap.com/static/img/coins/64x64/4956.png,https://coinmarketcap.com/currencies/map-protocol/
559,Freeway Token,FWT,$0.002779,"$27,811,003",1.54%,3.82%,2.84%,"$23,485","8,449,339 FWT","10,000,000,000 FWT",https://s2.coinmarketcap.com/static/img/coins/64x64/7585.png,https://coinmarketcap.com/currencies/freeway-token/
560,ONBUFF,ONIT,$0.03609,"$27,887,775",0.74%,1.56%,1.57%,"$236,849","6,562,565 ONIT","770,075,466 ONIT",https://s2.coinmarketcap.com/static/img/coins/64x64/6739.png,https://coinmarketcap.com/currencies/onbuff/
561,DEXTools,DEXT,$0.2977,"$27,749,046",0.57%,4.66%,10.22%,"$369,853","1,242,268 DEXT","93,168,117 DEXT",https://s2.coinmarketcap.com/static/img/coins/64x64/5866.png,https://coinmarketcap.com/currencies/dextools/
562,Chimpion,BNANA,$0.8686,"$27,559,613",3.61%,4.48%,2.84%,"$141,165","162,524 BNANA","31,727,387 BNANA",https://s2.coinmarketcap.com/static/img/coins/64x64/3742.png,https://coinmarketcap.com/currencies/chimpion/
563,CONUN,CON,$0.009507,"$27,546,009",0.11%,0.16%,1.57%,"$206,876","21,760,115 CON","2,897,405,859 CON",https://s2.coinmarketcap.com/static/img/coins/64x64/3866.png,https://coinmarketcap.com/currencies/conun/
564,CLV,CLV,$0.06188,"$27,390,561",0.02%,1.26%,1.40%,"$3,210,911","51,885,806 CLV","442,756,349 CLV",https://s2.coinmarketcap.com/static/img/coins/64x64/8384.png,https://coinmarketcap.com/currencies/clover/
565,Chrono.tech,TIME,$38.57,"$27,371,353",1.89%,0.50%,1.57%,"$393,369","10,199 TIME","710,112 TIME",https://s2.coinmarketcap.com/static/img/coins/64x64/1556.png,https://coinmarketcap.com/currencies/chrono-tech/
566,Qredo,QRDO,$0.0973,"$27,092,590",2.60%,1.07%,6.78%,"$1,160,123","11,922,841 QRDO","278,845,421 QRDO",https://s2.coinmarketcap.com/static/img/coins/64x64/10750.png,https://coinmarketcap.com/currencies/qredo/
567,AIOZ Network,AIOZ,$0.02874,"$27,152,802",1.44%,0.28%,0.78%,"$281,546","9,797,581 AIOZ","943,772,336 AIOZ",https://s2.coinmarketcap.com/static/img/coins/64x64/9104.png,https://coinmarketcap.com/currencies/aioz-network/
568,Manchester City Fan Token,CITY,$4.67,"$27,026,162",0.34%,0.34%,4.72%,"$2,322,657","497,683 CITY","5,789,645 CITY",https://s2.coinmarketcap.com/static/img/coins/64x64/10049.png,https://coinmarketcap.com/currencies/manchester-city-fan-token/
569,Ultiledger,ULT,$0.009484,"$24,601,283",57.26%,50.27%,43.67%,$272,"28,683 ULT","2,836,429,509 ULT",https://s2.coinmarketcap.com/static/img/coins/64x64/3666.png,https://coinmarketcap.com/currencies/ultiledger/
570,Starlink,STARL,$0.000002686,"$26,812,489",0.14%,1.41%,13.18%,"$957,309","356,347,101,898 STARL","9,979,172,029,858 STARL",https://s2.coinmarketcap.com/static/img/coins/64x64/10821.png,https://coinmarketcap.com/currencies/star-link/
571,Ambire AdEx,ADX,$0.187,"$26,668,326",0.26%,2.57%,5.19%,"$3,195,678","17,088,134 ADX","142,557,534 ADX",https://s2.coinmarketcap.com/static/img/coins/64x64/1768.png,https://coinmarketcap.com/currencies/adx-net/
572,KardiaChain,KAI,$0.005639,"$26,642,637",0.14%,2.26%,0.70%,"$1,320,519","234,478,018 KAI","4,725,000,000 KAI",https://s2.coinmarketcap.com/static/img/coins/64x64/5453.png,https://coinmarketcap.com/currencies/kardiachain/
573,H2O DAO,H2O,$0.1177,"$26,479,909",0.23%,0.79%,1.11%,"$163,217","1,387,235 H2O","225,062,277 H2O",https://s2.coinmarketcap.com/static/img/coins/64x64/19091.png,https://coinmarketcap.com/currencies/h2o-dao/
574,Paris Saint-Germain Fan Token,PSG,$5.45,"$26,362,330",0.15%,1.82%,2.44%,"$2,140,493","392,801 PSG","4,842,173 PSG",https://s2.coinmarketcap.com/static/img/coins/64x64/5226.png,https://coinmarketcap.com/currencies/paris-saint-germain-fan-token/
575,Firo,FIRO,$2.16,"$26,454,482",0.43%,0.47%,2.43%,"$1,419,021","658,418 FIRO","12,222,881 FIRO",https://s2.coinmarketcap.com/static/img/coins/64x64/1414.png,https://coinmarketcap.com/currencies/firo/
576,Alpine F1 Team Fan Token,ALPINE,$2.31,"$26,234,365",0.14%,0.43%,6.65%,"$3,496,259","1,515,676 ALPINE","11,360,000 ALPINE",https://s2.coinmarketcap.com/static/img/coins/64x64/18112.png,https://coinmarketcap.com/currencies/alpine-f1-team-fan-token/
577,CoinEx Token,CET,$0.03695,"$26,170,739",0.09%,4.82%,30.75%,"$1,127,079","30,502,277 CET","708,633,582 CET",https://s2.coinmarketcap.com/static/img/coins/64x64/2941.png,https://coinmarketcap.com/currencies/coinex-token/
578,Cult DAO,CULT,$0.000005961,"$25,745,551",0.42%,7.04%,11.50%,"$1,579,842","266,515,610,515 CULT","4,318,690,730,920 CULT",https://s2.coinmarketcap.com/static/img/coins/64x64/17742.png,https://coinmarketcap.com/currencies/cult-dao/
579,Ferro,FER,$0.02886,"$25,589,880",0.32%,0.89%,5.93%,"$123,408","4,276,137 FER","886,405,273 FER",https://s2.coinmarketcap.com/static/img/coins/64x64/20716.png,https://coinmarketcap.com/currencies/ferro/
580,Boson Protocol,BOSON,$0.2235,"$25,578,545",0.07%,1.65%,0.29%,"$675,060","3,021,482 BOSON","114,435,756 BOSON",https://s2.coinmarketcap.com/static/img/coins/64x64/8827.png,https://coinmarketcap.com/currencies/boson-protocol/
581,Ellipsis,EPS,$0.03527,"$25,502,851",0.06%,1.08%,2.63%,"$294,347","8,345,337 EPS","723,701,572 EPS",https://s2.coinmarketcap.com/static/img/coins/64x64/8938.png,https://coinmarketcap.com/currencies/ellipsis/
582,TABOO TOKEN,TABOO,$0.002608,"$25,481,008",1.04%,51.46%,63.14%,"$1,295,478","496,765,453 TABOO","9,782,678,080 TABOO",https://s2.coinmarketcap.com/static/img/coins/64x64/10586.png,https://coinmarketcap.com/currencies/taboo-token/
583,Tellor,TRB,$14.97,"$25,500,807",0.13%,2.24%,4.66%,"$3,804,628","254,150 TRB","1,703,442 TRB",https://s2.coinmarketcap.com/static/img/coins/64x64/4944.png,https://coinmarketcap.com/currencies/tellor/
584,Cream Finance,CREAM,$13.64,"$25,313,653",0.02%,0.56%,0.57%,"$1,315,533","96,444 CREAM","1,855,659 CREAM",https://s2.coinmarketcap.com/static/img/coins/64x64/6193.png,https://coinmarketcap.com/currencies/cream-finance/
585,FIO Protocol,FIO,$0.03362,"$25,273,561",0.06%,3.49%,1.88%,"$1,603,758","47,674,721 FIO","751,640,919 FIO",https://s2.coinmarketcap.com/static/img/coins/64x64/5865.png,https://coinmarketcap.com/currencies/fio-protocol/
586,Unifi Protocol DAO,UNFI,$5.10,"$25,247,355",0.12%,4.13%,4.27%,"$5,952,243","1,166,261 UNFI","4,945,406 UNFI",https://s2.coinmarketcap.com/static/img/coins/64x64/7672.png,https://coinmarketcap.com/currencies/unifi-protocol-dao/
587,TerraKRW,KRT,$0.0006576,"$25,225,677",0.01%,3.93%,5.68%,-,-,"38,345,548,644 KRT",https://s2.coinmarketcap.com/static/img/coins/64x64/5115.png,https://coinmarketcap.com/currencies/terra-krw/
588,Elastos,ELA,$1.23,"$24,962,258",0.03%,5.79%,4.08%,"$203,291","165,644 ELA","20,346,868 ELA",https://s2.coinmarketcap.com/static/img/coins/64x64/2492.png,https://coinmarketcap.com/currencies/elastos/
589,Guild of Guardians,GOG,$0.0684,"$24,964,437",0.18%,2.17%,0.06%,"$237,871","3,477,781 GOG","364,894,334 GOG",https://s2.coinmarketcap.com/static/img/coins/64x64/10630.png,https://coinmarketcap.com/currencies/guild-of-guardians/
590,Hacken Token,HAI,$0.0385,"$24,855,695",0.20%,2.68%,6.98%,"$2,168,352","56,319,806 HAI","646,803,786 HAI",https://s2.coinmarketcap.com/static/img/coins/64x64/5583.png,https://coinmarketcap.com/currencies/hackenai/
591,Efforce,WOZX,$0.0472,"$24,879,165",0.03%,4.85%,6.34%,"$452,196","9,579,903 WOZX","527,135,519 WOZX",https://s2.coinmarketcap.com/static/img/coins/64x64/7882.png,https://coinmarketcap.com/currencies/efforce/
592,Alitas,ALT,$0.2043,"$24,521,198",0.08%,1.70%,9.44%,"$1,674","8,192 ALT","120,000,000 ALT",https://s2.coinmarketcap.com/static/img/coins/64x64/10897.png,https://coinmarketcap.com/currencies/alitas/
593,Nine Chronicles,WNCG,$0.1016,"$24,523,218",0.46%,5.29%,21.00%,"$835,141","8,227,018 WNCG","241,460,214 WNCG",https://s2.coinmarketcap.com/static/img/coins/64x64/11222.png,https://coinmarketcap.com/currencies/wrapped-ncg/
594,Kava Lend,HARD,$0.181,"$24,392,013",0.17%,2.01%,2.66%,"$1,087,736","6,012,246 HARD","134,791,668 HARD",https://s2.coinmarketcap.com/static/img/coins/64x64/7576.png,https://coinmarketcap.com/currencies/hard-protocol/
595,DEAPcoin,DEP,$0.003355,"$24,261,498",0.19%,0.95%,6.34%,"$4,001,984","1,194,465,861 DEP","7,231,239,464 DEP",https://s2.coinmarketcap.com/static/img/coins/64x64/5429.png,https://coinmarketcap.com/currencies/deapcoin/
596,RAI Finance,SOFI,$0.0861,"$24,175,098",0.07%,7.53%,5.67%,"$1,007,653","11,689,829 SOFI","280,792,750 SOFI",https://s2.coinmarketcap.com/static/img/coins/64x64/16552.png,https://coinmarketcap.com/currencies/rai-finance-sofi/
597,Harvest Finance,FARM,$35.49,"$24,180,509",0.04%,1.39%,2.93%,"$845,919","23,832 FARM","681,175 FARM",https://s2.coinmarketcap.com/static/img/coins/64x64/6859.png,https://coinmarketcap.com/currencies/harvest-finance/
598,ICHI,ICHI,$3.69,"$24,111,453",0.15%,0.67%,1.37%,"$150,642","40,874 ICHI","6,540,656 ICHI",https://s2.coinmarketcap.com/static/img/coins/64x64/7726.png,https://coinmarketcap.com/currencies/ichi/
599,Swarm,BZZ,$0.495,"$23,893,919",1.01%,2.94%,4.84%,"$227,599","459,816 BZZ","48,273,535 BZZ",https://s2.coinmarketcap.com/static/img/coins/64x64/10293.png,https://coinmarketcap.com/currencies/ethereum-swarm/
600,Rarible,RARI,$1.65,"$23,759,235",0.49%,3.36%,0.56%,"$381,619","231,924 RARI","14,441,025 RARI",https://s2.coinmarketcap.com/static/img/coins/64x64/5877.png,https://coinmarketcap.com/currencies/rarible/
601,Circuits of Value,COVAL,$0.01328,"$23,686,787",0.36%,1.89%,4.43%,"$100,068","7,534,344 COVAL","1,784,838,484 COVAL",https://s2.coinmarketcap.com/static/img/coins/64x64/788.png,https://coinmarketcap.com/currencies/circuits-of-value/
602,S.S. Lazio Fan Token,LAZIO,$2.74,"$23,657,274",0.26%,0.22%,4.44%,"$4,046,964","1,474,594 LAZIO","8,600,000 LAZIO",https://s2.coinmarketcap.com/static/img/coins/64x64/12687.png,https://coinmarketcap.com/currencies/lazio-fan-token/
603,OAX,OAX,$0.3045,"$23,422,569",1.91%,4.51%,5.43%,"$14,655,863","48,135,652 OAX","77,045,251 OAX",https://s2.coinmarketcap.com/static/img/coins/64x64/1853.png,https://coinmarketcap.com/currencies/oax/
604,Hermez Network,HEZ,$4.99,"$23,418,705",0.05%,0.55%,0.76%,"$265,812","53,319 HEZ","4,700,000 HEZ",https://s2.coinmarketcap.com/static/img/coins/64x64/7424.png,https://coinmarketcap.com/currencies/hermez-network/
605,Phantasma,SOUL,$0.1949,"$23,296,507",0.01%,6.49%,3.71%,"$178,764","917,229 SOUL","119,576,149 SOUL",https://s2.coinmarketcap.com/static/img/coins/64x64/2827.png,https://coinmarketcap.com/currencies/phantasma/
606,Drep [new],DREP,$0.4748,"$23,187,491",0.13%,1.84%,1.69%,"$1,947,885","4,102,306 DREP","48,737,500 DREP",https://s2.coinmarketcap.com/static/img/coins/64x64/9148.png,https://coinmarketcap.com/currencies/drep-new/
607,VAIOT,VAI,$0.09901,"$22,958,264",0.08%,3.91%,5.92%,"$2,737,050","27,643,252 VAI","232,052,969 VAI",https://s2.coinmarketcap.com/static/img/coins/64x64/8479.png,https://coinmarketcap.com/currencies/vaiot/
608,Everdome,DOME,$0.001203,"$22,870,038",0.32%,3.68%,1.46%,"$2,347,622","1,951,082,682 DOME","18,998,841,067 DOME",https://s2.coinmarketcap.com/static/img/coins/64x64/16432.png,https://coinmarketcap.com/currencies/everdome/
609,Unibright,UBT,$0.1524,"$22,856,347",0.54%,4.23%,18.96%,"$100,890","662,193 UBT","149,999,999 UBT",https://s2.coinmarketcap.com/static/img/coins/64x64/2758.png,https://coinmarketcap.com/currencies/unibright/
610,Epic Cash,EPIC,$1.41,"$22,694,090",0.10%,5.07%,14.15%,"$16,415","11,647 EPIC","16,102,908 EPIC",https://s2.coinmarketcap.com/static/img/coins/64x64/5435.png,https://coinmarketcap.com/currencies/epic-cash/
611,GuildFi,GF,$0.0839,"$22,677,153",0.14%,1.04%,1.39%,"$1,750,005","20,857,891 GF","270,366,689 GF",https://s2.coinmarketcap.com/static/img/coins/64x64/15585.png,https://coinmarketcap.com/currencies/guildfi/
612,BurgerCities,BURGER,$0.6317,"$22,646,162",0.31%,1.46%,5.27%,"$4,955,151","7,844,763 BURGER","35,855,000 BURGER",https://s2.coinmarketcap.com/static/img/coins/64x64/7158.png,https://coinmarketcap.com/currencies/burger-cities/
613,Proton,XPR,$0.001444,"$22,453,579",0.01%,0.07%,0.83%,"$1,155,543","800,347,285 XPR","15,550,119,279 XPR",https://s2.coinmarketcap.com/static/img/coins/64x64/5350.png,https://coinmarketcap.com/currencies/proton/
614,RMRK,RMRK,$2.36,"$22,478,503",0.14%,0.45%,1.37%,"$128,776","54,521 RMRK","9,500,000 RMRK",https://s2.coinmarketcap.com/static/img/coins/64x64/12140.png,https://coinmarketcap.com/currencies/rmrk/
615,Nakamoto Games,NAKA,$0.3089,"$22,310,803",0.80%,0.79%,6.02%,"$750,157","2,428,741 NAKA","72,360,517 NAKA",https://s2.coinmarketcap.com/static/img/coins/64x64/12749.png,https://coinmarketcap.com/currencies/nakamoto-games/
616,MANTRA,OM,$0.03551,"$22,346,482",0.29%,4.46%,6.88%,"$2,732,928","76,970,913 OM","629,136,374 OM",https://s2.coinmarketcap.com/static/img/coins/64x64/6536.png,https://coinmarketcap.com/currencies/mantra/
617,VITE,VITE,$0.02293,"$22,172,249",0.13%,1.98%,0.35%,"$725,818","31,648,902 VITE","967,314,256 VITE",https://s2.coinmarketcap.com/static/img/coins/64x64/2937.png,https://coinmarketcap.com/currencies/vite/
618,Shiden Network,SDN,$0.3677,"$21,981,271",1.78%,1.57%,0.38%,"$252,102","685,611 SDN","59,841,938 SDN",https://s2.coinmarketcap.com/static/img/coins/64x64/11451.png,https://coinmarketcap.com/currencies/shiden-network/
619,AirSwap,AST,$0.1258,"$21,901,554",1.32%,1.34%,5.56%,"$753,126","5,986,086 AST","174,479,533 AST",https://s2.coinmarketcap.com/static/img/coins/64x64/2058.png,https://coinmarketcap.com/currencies/airswap/
620,HOPR,HOPR,$0.06417,"$21,833,838",0.02%,1.24%,2.37%,"$459,899","7,167,080 HOPR","341,173,813 HOPR",https://s2.coinmarketcap.com/static/img/coins/64x64/6520.png,https://coinmarketcap.com/currencies/hopr/
